university_name,teaching,international,research,citations,income,total_score,num_students,student_staff_ratio,international_students,year
National Taiwan University,54.1,27.7,58,47.3,49.6,51.1,"31,891",11.9,7,2016
Technical University of Denmark,37.3,85.1,29.9,77.8,50,51.1,"9,990",5,18,2016
UniversitÌ© Catholique de Louvain,38.7,74.2,40.6,68.4,51,51.1,"28,856",42,19,2016
University of Aberdeen,29.7,91.4,31.4,82.6,43.1,51,"12,938",15.8,33,2016
University of Auckland,31.4,90.5,39.5,69.8,78,51,"29,787",18.9,28,2016
University of Barcelona,38.5,49.2,37.4,78.9,31.1,50.9,"47,491",12.2,10,2016
University of Konstanz,38.5,58.3,46.7,61.9,92.4,50.8,"10,930",59.1,12,2016
Eindhoven University of Technology,34.3,71.3,41,70.7,57.3,50.6,"8,176",16,14,2016
University College Dublin,35,86.3,38.5,70.8,33.5,50.6,"22,193",24.5,23,2016
Hebrew University of Jerusalem,45.8,55.6,41.4,64.6,31.9,50.5,"17,612",10.7,5,2016
University of Waterloo,35.4,74.4,43.9,66.5,39.5,50.3,"30,726",24.2,14,2016
University of Gothenburg,28.5,58.3,39.8,81.8,30.3,50.2,"26,420",16.4,12,2016
Scuola Superiore Sant‰ÛªAnna,42.5,45.2,23.2,84.5,71.2,50.2,769,8.5,17,2016
University of Bergen,32.5,70,31.5,82.4,36.2,50.1,"11,623",11.1,12,2016
Cardiff University,30.9,78.1,31.6,82,34.6,50.1,"23,347",13.1,23,2016
University of Utah,35.6,30.1,35.3,83.7,57.4,50.1,"25,674",16.9,9,2016
Brandeis University,28.3,47,25.7,97.3,38.6,49.9,"5,495",12.6,22,2016
University of Dundee,25.6,78.5,26.9,90.2,49.5,49.9,"11,628",15.3,25,2016
University of WÌ_rzburg,34.6,50.9,35.8,79.1,47.9,49.9,"26,576",38.4,8,2016
Paris-Sud University,38.7,64.2,29,79.8,28.8,49.8,"27,603",15,17,2016
Arizona State University,32.4,31.9,38.1,84.6,32,49.7,"83,236",29.9,9,2016
University of Antwerp,31.6,64.8,40.8,71.7,60.3,49.6,"12,346",30.3,16,2016
Boston College,34.1,60,29.3,83.3,46.8,49.6,"13,216",17.4,19,2016
Ulm University,35.2,58.2,23.9,86.4,58.4,49.5,"9,187",11.2,10,2016
University of Luxembourg,25,99.8,26.7,84.8,38.1,49.4,"5,144",15.9,52,2016
Texas A&M University,49.4,47.8,52.4,47.1,46.4,49.4,"50,657",21.4,9,2016
CharitÌ© - UniversitÌ_tsmedizin Berlin,37.3,61.1,22.2,83.8,68.4,49.3,"6,853",6.6,16,2016
Newcastle University,30.9,84.3,27.5,81.5,34.7,49.2,"20,174",15.2,29,2016
"St George‰Ûªs, University of London",25.6,69.5,18.1,100,37.7,49.2,"2,958",13.4,17,2016
University of Trento,30.8,55.9,27.4,87.7,47.1,49.1,"16,841",43.2,8,2016
Paris Diderot University ‰ÛÒ Paris 7,30.5,64.9,22.9,91,29,48.9,"27,756",14.8,17,2016
Queen‰Ûªs University Belfast,34.1,93.4,33.3,68.9,35.7,48.8,"17,940",17.9,30,2016
Aalborg University,25.1,71,28.4,73.8,43.7,-,"17,422",15.9,15,2016
"Birkbeck, University of London",33.5,89.9,35.1,66.3,28.5,-,"9,454",17.2,38,2016
University of Bologna,39.3,39.9,29.5,73,34.5,-,"85,532",22.9,7,2016
University at Buffalo,36.5,60.6,37.9,62,43.8,-,"25,668",19,19,2016
University of Calgary,33.9,70.1,36.7,67.8,52,-,"28,341",16.5,17,2016
Chalmers University of Technology,36.6,77.6,35.3,52.2,79.5,-,"8,605",11.6,15,2016
City University of Hong Kong,32.1,81.6,26.7,76.8,50.1,-,"10,015",7.1,28,2016
Copenhagen Business School,19.3,88.5,26.5,79.4,35.3,-,"18,293",42.7,19,2016
Dalhousie University,30.4,78.3,29.4,65.2,50.3,-,"15,064",14.4,18,2016
University of Duisburg-Essen,32.3,48.5,27,81.3,82.3,-,"36,051",46.6,11,2016
Ìäcole Normale SupÌ©rieure de Lyon,41.6,65.6,30,69,31.7,-,"2,218",8,14,2016
Florida State University,38.5,41.6,40.1,64.7,32,-,"41,226",31.8,7,2016
University of Fribourg,32.3,87.4,32.9,64.1,60.8,-,"10,416",46.9,19,2016
Fudan University,44.7,38.6,30.4,61.1,28,-,"32,175",12.2,11,2016
George Washington University,44.7,48.1,23.5,65.7,29.5,-,"20,541",12,16,2016
Goethe University Frankfurt,35.8,60.2,28.6,79.3,38.1,-,"31,861",9.3,15,2016
University of Hawai‰Ûªi at M€Ånoa,32,63.4,35.5,67.7,44.7,-,,,0,2016
Hong Kong Polytechnic University,29.3,79,35.2,63.3,45.1,-,"22,064",25.9,26,2016
University of Illinois at Chicago,40.9,58.1,29.2,63.2,38,-,"24,313",9.2,17,2016
Indiana University,43,41.2,27.3,74.8,-,-,"62,468",13.6,13,2016
University of Iowa,41,32.3,26.7,73.5,54.1,-,"27,526",11.6,11,2016
Johannes Gutenberg University of Mainz,34.9,53.3,21.7,72.6,70.7,-,"35,609",32.6,10,2016
Joseph Fourier University,34.2,58.6,21.6,83.2,31.6,-,"16,130",12.1,13,2016
University of Kiel,32.3,49.4,20.5,89.5,-,-,"24,444",23.8,8,2016
Laval University,37.5,63.8,31.7,62.2,57.5,-,"27,227",16.2,12,2016
Medical University of Vienna,26.6,81.7,14.6,89.1,33.9,-,"7,426",2.9,28,2016
Northeastern University,35.5,58.7,20.6,84,32.9,-,"18,539",15.1,26,2016
Oregon Health and Science University,27.8,21.4,15.7,96,44.6,-,"2,838",1.1,3,2016
University of Otago,30.7,89.9,30.5,74.9,31.5,-,"18,600",20.3,21,2016
University of Ottawa,37.1,69.9,36.7,61.5,41.5,-,"36,733",26.3,15,2016
Paris Descartes University,24.6,49.1,28.8,83.3,29,-,"34,691",26.9,15,2016
Peter the Great St Petersburg Polytechnic University,30.8,29.6,17.8,97.4,42.5,-,"17,155",7.2,8,2016
Polytechnic University of Milan,30.1,48.8,31.7,76.3,66.3,-,"30,025",22.2,12,2016
Royal Veterinary College,26,81.7,27.8,74.9,45.5,-,"1,819",10.9,18,2016
Rush University,37.7,21.8,17.4,88.9,45.4,-,"1,855",2.1,5,2016
Sapienza University of Rome,38,34.7,37.3,61.5,32.6,-,"120,986",32.3,7,2016
University of Science and Technology of China,46.7,21.4,36.6,67.2,80.3,-,"14,290",7.9,2,2016
University of South Florida,24.8,45.1,35.7,73.4,99.8,-,"31,424",21.5,10,2016
Stony Brook University,32.6,53.2,22,83,33.4,-,"21,908",10.9,24,2016
University of Stuttgart,40,52.7,44.5,55.7,99.8,-,"24,099",45.4,20,2016
Swedish University of Agricultural Sciences,31.5,40.1,32.8,68.1,99.9,-,"3,879",4.6,0,2016
Technical University of Darmstadt,37.1,54.4,43.2,51.1,99.1,-,"20,300",53.6,18,2016
University of Technology Sydney,27,90.1,35.1,66.9,42.3,-,"24,519",44.1,31,2016
Tel Aviv University,41,47.5,50.5,49.2,42.9,-,"23,977",24.4,4,2016
University of Texas at Dallas,24.3,52.3,26.7,86.8,41.8,-,"16,306",22.8,23,2016
Tilburg University,34.1,71.6,47.1,51.5,57.4,-,"7,576",22.4,10,2016
Tohoku University,45.3,29.3,42.7,49.4,74.7,-,"17,200",5,7,2016
Tokyo Institute of Technology,45.6,31.9,47.6,42.2,70.9,-,"9,586",7.3,13,2016
University of Victoria,20.6,70.2,30,79,36.6,-,"17,581",21.5,11,2016
Wake Forest University,34.6,24.2,19.5,94.8,42.5,-,"7,326",4.6,5,2016
University of Western Ontario,38.6,73.6,32.4,59,59.7,-,"27,387",20.7,16,2016
William & Mary,38.5,26.6,17.5,85,29.1,-,"7,867",11.8,7,2016
University of the Witwatersrand,26.2,68.4,31.5,76,99.7,-,"23,321",18.6,9,2016
Aalto University,31.1,65.4,32.8,62.1,61.6,-,"16,099",24.2,17,2016
Aix-Marseille University,36.7,63,22.1,64.9,33.1,-,"71,749",45.5,13,2016
University of Bath,28.9,84.8,27.9,56.7,36.3,-,"12,830",18.8,30,2016
Bayreuth University,32.2,52.6,31.2,60.1,56.4,-,"12,520",35.5,8,2016
Bielefeld University,35.2,45.4,46.2,49.9,60.9,-,"21,428",67.8,8,2016
University of Bordeaux,25.3,54.6,22,71.7,30.6,-,"51,239",19.4,12,2016
Charles Darwin University,17.8,63.7,22.6,85.9,43.2,-,"5,570",25.4,15,2016
Colorado School of Mines,28.5,35.5,30.3,71.8,83.7,-,"5,287",18.2,12,2016
Colorado State University,31.6,34.5,33,59.3,41,-,"26,769",19,5,2016
University of Delaware,23.7,41.6,34,70,98.7,-,"19,262",15.9,10,2016
Flinders University,21.4,64.7,25.7,69.5,41.7,-,"15,655",22.6,15,2016
University of Georgia,41.1,39.2,30.5,52.2,30.9,-,"33,119",19.9,7,2016
Griffith University,22.5,81.7,25.2,66.3,34.6,-,"30,251",22,21,2016
University of Iceland,16.2,61,16.2,91.4,28,-,"13,960",25.9,8,2016
Indian Institute of Science,42.7,16.4,47.2,42.4,52.4,-,"3,318",8.2,1,2016
Iowa State University,31.2,35.4,29.4,61.5,54,-,"29,991",17.4,11,2016
James Cook University,19,70.4,22.8,81.4,40.7,-,"11,713",21.9,11,2016
Justus Liebig University Giessen,32.9,46.8,33.9,52.9,46.4,-,"25,682",53.9,9,2016
King Abdulaziz University,23.9,93,11.8,76.6,73.1,-,"35,889",8.4,21,2016
KoÌ_ University,21.2,53.5,27.1,74.9,82.4,-,"4,488",14.6,8,2016
Korea University,43.9,40.2,43.4,41.8,99.8,-,"24,043",15.8,14,2016
University of LiÌ¬ge,29.1,69.7,36.6,46.5,98.9,-,"20,951",25.9,23,2016
LinkÌ_ping University,24.2,57.7,18.9,76.8,42.1,-,"17,866",7.7,10,2016
Nanjing University,37.2,50.4,32.2,54.2,58.6,-,"29,743",13.3,10,2016
National Tsing Hua University,37.7,23.2,36.6,53,49.5,-,"10,221",13.5,5,2016
"National University of Ireland, Galway",27.3,76.5,25.4,68.5,41.9,-,"14,067",26.8,14,2016
University of Newcastle,27.4,75.9,26.5,67.2,64.4,-,"23,508",21.9,18,2016
North Carolina State University,36.1,49,30.5,60,40.7,-,"30,533",13.6,11,2016
Oregon State University,30.6,42.8,28.5,63.8,32.1,-,"22,578",16.8,9,2016
Osaka University,46.8,26.6,45.2,37.4,76.1,-,"23,144",7.8,9,2016
Queen‰Ûªs University,35.8,61.6,35.8,54.4,54.2,-,"20,488",22.1,10,2016
Queensland University of Technology,28.8,76,35.6,56,73.7,-,"33,391",35.8,17,2016
Rensselaer Polytechnic Institute,30.4,40.3,31.5,65.1,79.6,-,"6,671",15,16,2016
Royal College of Surgeons in Ireland,29.9,90.1,20.1,65.3,33.9,-,"2,473",15.6,63,2016
Ruhr University Bochum,32.8,51.7,30,54.4,66.6,-,"38,675",46.3,13,2016
Saint Louis University,36.9,26.6,10.9,85,29.9,-,"11,919",5.8,8,2016
University of SÌ£o Paulo,59.1,25.3,57.1,20.4,30.5,-,"81,402",14.6,4,2016
Simon Fraser University,23.2,61.4,29.2,72.8,42.3,-,"26,640",28.3,19,2016
University of Surrey,31.7,90.4,28.9,51.2,34.9,-,"12,063",16.6,38,2016
Syracuse University,31.4,38.3,20.8,77.1,36.3,-,"19,660",15.9,15,2016
University of Tasmania,21.8,79.1,25.7,68,42.7,-,"18,340",23.8,21,2016
"University of Tennessee, Knoxville",29.5,39.3,23.2,81.4,41.3,-,"24,716",17,5,2016
Tomsk Polytechnic University,31.6,32.7,15.1,82.4,60.2,-,"11,902",6.9,17,2016
Tulane University,39.1,35.3,19.3,67.8,32.4,-,"11,381",8.4,8,2016
UmeÌ´ University,20.8,56.1,25,74.5,31.1,-,"16,667",11.9,7,2016
Vienna University of Technology,34.1,77.3,32,54.6,86.5,-,"26,419",52,27,2016
Virginia Polytechnic Institute and State University,34.9,29.5,38.2,54.2,43.3,-,"30,850",18.6,10,2016
University of Wollongong,25.8,86.8,28.4,59.3,57.9,-,"16,489",25.4,24,2016
Zhejiang University,44.3,19.6,46,36.1,96.2,-,"47,508",15.9,5,2016
Aberystwyth University,21.6,72.2,18.9,67.2,31.3,-,"9,252",19.2,18,2016
University of Alaska Fairbanks,25.1,53.5,23.1,63,51.2,-,"3,837",8.2,7,2016
Autonomous University of Madrid,35.6,48.6,30.9,46.9,33,-,"28,296",13,15,2016
Bangor University,22.6,81.3,22.1,65.4,31,-,"9,567",19.5,22,2016
University of Bremen,30.9,50,32.7,50,46,-,"18,590",25.6,11,2016
University of Cincinnati,31.3,28.3,20.4,72.1,35.3,-,"36,108",15.7,6,2016
University of Connecticut,35.9,43.1,25.6,57,30.9,-,"25,742",13,11,2016
Deakin University,22.4,76.9,21.9,66.8,30,-,"32,713",30.4,17,2016
University of Essex,33.9,93.7,33.3,38.6,28.9,-,"12,695",19.8,39,2016
George Mason University,29.6,36.9,21.2,64.9,29.1,-,"26,622",17,7,2016
University of Greifswald,30.1,41.7,23.5,61.3,32.6,-,"10,931",24,6,2016
Gwangju Institute of Science and Technology,35.2,36.2,42,43.7,45.2,-,"1,394",9.6,8,2016
University of Hohenheim,30.9,50.3,33.8,51.5,52.8,-,"9,163",41.2,13,2016
University of Innsbruck,23.6,95.7,16.9,67.3,39.9,-,"18,209",16.9,39,2016
Kazan Federal University,21.9,25.5,12.3,87.5,42.4,-,"23,321",12.2,6,2016
University of Kent,24.6,87.2,19.1,60.9,28.8,-,"17,638",14.4,27,2016
Leibniz University of Hanover,36.5,43.2,36.9,39,69.6,-,"22,401",62.7,12,2016
Macquarie University,28.5,90,27.2,52.3,33.1,-,"27,930",20,44,2016
Medical College of Wisconsin,25.4,30.4,12.1,85.2,31.8,-,"1,211",0.6,5,2016
University of Milan,30.5,37.7,24.2,64.8,40.9,-,"58,618",24.3,5,2016
University of Milan-Bicocca,24.3,34.3,25.5,65.8,46.6,-,"33,370",72.5,5,2016
Montpellier University,38.7,54.4,16.7,59.5,31.9,-,"36,731",18.4,14,2016
Nagoya University,40.8,27.4,38.9,40.1,91.4,-,"15,529",7.9,10,2016
University of Naples Federico II,24.7,21.1,14.8,81.3,47.4,-,"83,653",64.2,1,2016
National Chiao Tung University,32.9,32,45.4,34.2,96.9,-,"12,646",16.6,5,2016
National Research Nuclear University MePhI,43.9,27.5,24.1,52.8,28.1,-,"7,801",7.3,7,2016
National Taiwan University of Science and Technology (Taiwan Tech),31.7,30.5,43.1,39.1,92.2,-,"7,446",17.4,11,2016
University of Navarra,31.9,52.6,20.8,57.5,63.5,-,"11,259",10.6,16,2016
University of Nebraska-Lincoln,30.1,45.8,30.2,53.5,35.6,-,"21,789",16.4,9,2016
Ì_rebro University,18.3,39.4,10.4,87.8,29.8,-,"8,788",15.8,2,2016
University of Oregon,21.2,33.5,22.7,72.6,30.8,-,"24,418",20.2,11,2016
University of Padua,25.7,37.9,22.6,74.6,32.6,-,"62,577",18.3,4,2016
University of Pavia,25,40.5,22.5,65.1,69.4,-,"22,958",40.6,6,2016
Plymouth University,19.3,64,18,75.2,28.5,-,"24,121",25.9,13,2016
Shanghai Jiao Tong University,37.8,27.5,45.2,34,92.9,-,"38,191",12.8,6,2016
University of Southern Denmark,19.2,71.8,14.7,79.7,28,-,"22,210",12.7,16,2016
Stellenbosch University,28.2,49.8,35,46.9,100,-,"21,849",23,8,2016
University of Strasbourg,25.5,71.6,23.4,64.4,32.8,-,"46,208",17.8,21,2016
Technical University of Dortmund,34.2,40.8,29.8,55.3,48.6,-,"29,143",88.9,10,2016
Technion Israel Institute of Technology,30.8,61.9,33.3,52.1,28.8,-,"13,855",19.4,4,2016
Toulouse 1 Capitole University,18.6,66.7,35.7,56.3,32.5,-,"19,011",43.8,19,2016
University of Trieste,26.5,47.3,18.5,74.1,32.3,-,"18,135",25.8,9,2016
University of Turin,27.4,38.8,22.3,67.5,54.2,-,"67,552",66,6,2016
University of Turku,27.1,66.2,21.2,65.8,31.2,-,"12,326",14.6,5,2016
Vrije Universiteit Brussel,28.7,64.5,24.5,56.8,77.1,-,"9,020",17.1,16,2016
VÅÊB - Technical University of Ostrava,18.8,22.3,15.7,85.5,32.1,-,"14,991",23.9,5,2016
Yonsei University,37.2,41.5,34.1,39.4,75.9,-,"24,774",11.6,14,2016
York University,30.2,58.2,30.8,49.1,33.2,-,"48,007",39.4,9,2016
Bilkent University,22.6,47.5,17.5,64.1,30.2,-,,,0,2016
"Binghamton University, State University of New York",22.7,53.6,17.4,62,34,-,"15,799",23.3,14,2016
University of Crete,18.6,47,19.2,73.6,34.5,-,"14,650",26.9,5,2016
University of Cyprus,18,74.7,28.5,56.7,30,-,"6,880",22.9,8,2016
Drexel University,31.2,46.3,14.6,57.7,36.3,-,"20,713",10.8,18,2016
University of Eastern Finland,24.8,46.1,20.7,65.1,33.3,-,"10,798",17.3,6,2016
University of Florence,21.7,38.5,20.4,72.1,35.9,-,"54,290",17.2,7,2016
University of St Gallen,25.8,97.6,11.2,53.5,41.8,-,"6,848",10.8,34,2016
Graz University of Technology,26,69.3,15.8,52.9,77.2,-,"7,542",12.5,16,2016
University of Guelph,28,53.6,34.2,44.4,47.4,-,"21,643",28.3,4,2016
Hanyang University,33.9,54.3,32.6,31.1,87.9,-,"16,729",10.4,19,2016
Hong Kong Baptist University,22.6,75,12.1,67.9,28.8,-,"10,441",11,25,2016
University of Houston,34.9,33.9,26.5,52,42.3,-,"40,325",43.7,9,2016
Indian Institute of Technology Bombay,37.8,17.7,28.6,48.5,42.3,-,"8,327",14.9,1,2016
Instituto Superior TÌ©cnico Lisboa,22.2,43.7,25,59.8,38.8,-,"11,778",16.9,9,2016
University of JyvÌ_skylÌ_,28.2,47.1,25.5,55.5,34.2,-,"9,703",15.2,5,2016
La Trobe University,27,78,28.5,45.4,43.7,-,"22,037",29,27,2016
Loughborough University,31.2,72.9,32.2,41.3,36.6,-,"13,951",15.9,22,2016
University of Manitoba,27.1,57.8,26.9,49.7,41.8,-,"28,576",27.8,11,2016
University of Missouri,31.2,31,21,60.2,31.1,-,"29,885",14.1,5,2016
University of Modena and Reggio Emilia,18.7,34.2,15.6,72.9,32.3,-,"19,693",25.3,6,2016
University of Montana,30.8,21.5,13.6,65.5,31,-,"12,470",15.2,3,2016
"National University of Ireland, Maynooth",24.6,75.6,22.8,50.2,36.6,-,"7,653",28,11,2016
University of Nebraska Medical Center,37,37.7,13.3,64.4,33.6,-,"2,857",2.6,8,2016
University of New Mexico,25.6,28.6,15.4,74.5,37,-,,,0,2016
Norwegian University of Science and Technology,16.3,59.9,25.8,59.8,51.8,-,"17,381",13.9,9,2016
University of Oulu,23.1,56.9,15.9,62.3,30.9,-,"14,056",8.5,6,2016
PanthÌ©on-Sorbonne University ‰ÛÒ Paris 1,53.2,47.6,47.6,6.8,28.3,-,"42,215",34.3,20,2016
Polytechnic University of Turin,23.7,50.6,18.6,65.9,42.5,-,"27,709",19.6,16,2016
University of Rome III,23.1,35.9,21,64.8,37.5,-,"36,353",61.2,5,2016
Sabanc€± University,22.3,42.7,32.3,52.8,70,-,"2,739",15.9,6,2016
San Diego State University,20.3,25.9,27,62.7,29.3,-,"27,420",31.7,5,2016
University of South Australia,26.4,89,26.7,41.2,85.9,-,"18,971",26.2,32,2016
University of South Carolina,31.1,24.5,21.5,58.7,30.3,-,"29,336",16.3,1,2016
University of South Dakota,29.3,17.1,12.1,70.4,28,-,"8,003",17.1,2,2016
State University of Campinas,44.6,21.1,42.3,22.6,49.4,-,"27,095",15.3,3,2016
University of Stirling,22.6,77.7,23.5,59.1,30.4,-,"7,828",15.9,22,2016
Sun Yat-sen University,31.9,37,24.6,45.7,79.4,-,"51,351",16.6,8,2016
Swansea University,22.2,72.4,23.8,58.2,32.7,-,"12,801",17.1,20,2016
Swinburne University of Technology,21.5,84.8,20.2,53.4,32.2,-,"20,314",36.5,33,2016
University of Tartu,23.8,46.1,22.8,64.2,31.5,-,"10,269",13,3,2016
Temple University,34,28.6,18.2,58.3,41.6,-,"33,268",13.3,5,2016
University of Texas at San Antonio,18.1,29.6,16.6,74.9,28.6,-,"27,520",26.9,6,2016
UiT The Arctic University of Norway,26.5,66.1,18.7,58.8,36.8,-,"10,398",12.2,10,2016
UniversitÌ© Libre de Bruxelles,26.1,84.5,28.3,47.9,39.1,-,"23,819",26.1,32,2016
Lille 2 University ‰ÛÒ Health and Law,15.1,39.4,9.5,81.7,31.5,-,"26,894",38.5,8,2016
University College Cork,28.6,75.5,23.8,48.4,47.1,-,"15,805",22.3,15,2016
Verona University,23.6,38.3,13.1,76.1,36.6,-,"25,250",19.7,7,2016
Victoria University of Wellington,26,88.8,28.7,44.3,45.6,-,"17,142",21.1,21,2016
Washington State University,29,39.6,28.2,49.6,57.1,-,"24,550",18.3,7,2016
Wayne State University,31.9,29.6,14.2,65.3,41.7,-,"23,065",10.7,7,2016
American University,42.2,28.9,16.5,41.1,35.9,-,"11,604",12,12,2016
Aston University,18.4,92.5,20.4,51.9,34.6,-,,,0,2016
University of Aveiro,24.8,45.9,26.5,43.6,40.1,-,"10,791",17.8,10,2016
University of Bari Aldo Moro,28.7,31.7,21.6,48.8,45.4,-,"51,560",65.1,2,2016
Bar-Ilan University,22.6,49.4,21.3,42.3,28.9,-,"17,503",16,5,2016
Bournemouth University,32,70.6,12.6,35.2,28.8,-,"14,907",25.9,18,2016
University of Brescia,15.6,36.6,14.8,72.3,35.8,-,"14,076",25,7,2016
Brno University of Technology,18,35.8,14.7,55.8,33.7,-,"23,694",21.3,15,2016
Brunel University London,24.8,91.8,23.3,39.5,34.7,-,"12,613",17.6,38,2016
Ca‰Ûª Foscari University of Venice,23.9,38.1,27.8,48.9,32.3,-,"19,267",38.3,7,2016
University of Cagliari,19.4,32.6,13.2,56.8,33.6,-,"30,638",51,1,2016
University of Canterbury,23.5,91,22.5,38.9,52.1,-,"12,187",16.5,20,2016
Catholic University of the Sacred Heart,18.6,39,11.3,55.4,38.7,-,"30,304",18.9,10,2016
Charles University in Prague,31.5,52.8,21.5,41,28.2,-,"51,438",13,15,2016
"China Medical University, Taiwan",24,25.7,29.4,45,60.4,-,"7,983",15.4,8,2016
City University London,23.5,89.6,21.2,43.5,28.9,-,"13,053",17.8,50,2016
Claude Bernard University Lyon 1,21.3,50.5,13.2,66.5,34.5,-,"35,308",16.1,11,2016
University of Coimbra,28.3,46.2,26.5,42.4,34.8,-,"22,795",19,11,2016
Complutense University of Madrid,33.2,39.1,27.6,31.2,30.9,-,"86,519",17.5,13,2016
Concordia University,19.3,77.4,23.4,36.4,30.9,-,"31,017",30.3,27,2016
Curtin University,20.1,93.1,20.2,44.6,37.8,-,"30,333",17.1,38,2016
Dublin City University,26.1,76.7,25.2,36.3,51.7,-,"8,546",22.9,17,2016
East China University of Science and Technology,24.1,21.7,17.1,46.4,64.7,-,"27,140",15.5,5,2016
Ewha Womans University,23.9,34.3,18.3,50.4,57.6,-,"17,625",14.4,6,2016
Federico Santa MarÌ_a Technical University,17.2,54.1,10.1,70.5,35.1,-,"11,718",34,2,2016
University of Ferrara,17.7,41.8,17.2,63.3,35.9,-,"18,882",30.2,7,2016
Florida International University,25.7,32.8,18.1,49.4,32.7,-,"32,566",25.9,7,2016
University of Genoa,27.2,38.8,14.2,59.3,42.3,-,"37,373",29.5,9,2016
Georgia State University,26.3,29.5,19.5,52.9,28.7,-,"28,534",20.4,5,2016
University of Graz,24.9,68.9,16.3,53.3,29.3,-,"20,584",26.8,12,2016
Heriot-Watt University,23.4,90.1,22.4,36.4,45.6,-,"8,773",17.8,43,2016
Hokkaido University,40.3,27.9,32.8,29.3,53.7,-,"18,162",8.2,9,2016
Howard University,38.8,30.3,11,44.5,-,-,"10,297",6.8,5,2016
University of Hull,22.4,73.2,16.1,41.1,31.8,-,"15,141",18.7,20,2016
University of Idaho,28.3,32,19.4,40.8,32.4,-,"11,641",21.5,6,2016
Indian Institute of Technology Delhi,35.8,15.5,25.8,33.4,62.8,-,"8,371",17.3,1,2016
Indian Institute of Technology Kharagpur,33.2,13.3,30.5,41.4,31.7,-,"9,928",17.5,0,2016
Indian Institute of Technology Madras,34.6,16.1,20.7,31.4,88.9,-,"8,234",15.9,1,2016
University of Ioannina,14.5,36.9,17.7,56.4,32.9,-,"20,825",36.3,4,2016
Iran University of Science and Technology,25.9,12.2,26,42.3,61.2,-,"10,311",23.9,0,2016
Johannes Kepler University of Linz,19.2,58.5,13.8,51.6,37.4,-,"19,646",29.1,10,2016
University of Kaiserslautern,29.6,44.1,22.6,47.5,80.2,-,"14,184",54.4,14,2016
Keele University,20,72.7,17.6,53,29.3,-,"8,397",15.7,20,2016
University of KwaZulu-Natal,20.3,58.6,25.7,41.5,38.2,-,"30,572",24.9,6,2016
Kyung Hee University,26.1,46.4,27.6,39.2,89.4,-,"24,356",17.4,14,2016
Kyushu University,36.5,26.4,27.5,31.8,83.2,-,"18,925",6.7,8,2016
Lehigh University,23.9,36,15,58.2,38.9,-,"6,300",11.3,15,2016
Louisiana State University,26.8,26.1,27.7,37.8,-,-,"28,116",20.1,6,2016
University of Macau,18.5,98.4,17,49.7,34.9,-,"8,521",14.9,31,2016
Makerere University,15.1,58,10.6,70.7,28,-,"37,340",29.4,9,2016
Marche Polytechnic University,15.2,27.3,11,80.2,28,-,"16,589",23,4,2016
"University of Maryland, Baltimore County",21.3,28.2,18.2,61.3,31.7,-,"13,908",18.1,7,2016
Murdoch University,18.7,88.3,19.6,51.2,36.5,-,"16,606",32.8,43,2016
University of Nantes,19.6,35.1,12.2,69.4,-,-,"33,866",22.2,11,2016
National and Kapodistrian University of Athens,26.7,39,16.3,45.8,-,-,"63,052",32.3,9,2016
National Autonomous University of Mexico,42.7,35.9,40.2,14.8,63.7,-,"137,378",11.6,5,2016
National Cheng Kung University,29.8,27.7,40.2,27.2,100,-,"21,234",14.4,11,2016
National Institute of Applied Sciences of Lyon (INSA Lyon),27,63.6,10.6,41.8,40.3,-,"6,137",8.2,31,2016
National Yang-Ming University,41.5,15.8,18.5,33.3,30.2,-,"4,496",5.4,2,2016
University of NeuchÌ¢tel,24.2,91.4,14.7,48.2,-,-,"4,358",8.5,22,2016
New University of Lisbon,26.9,44.5,21.9,38.3,41.3,-,"18,867",17.9,7,2016
University of Nice Sophia Antipolis,21.4,79.5,16.1,53.7,28.5,-,"27,304",20.3,22,2016
Novosibirsk State University,41.4,32.4,30.8,26.2,38.2,-,"7,131",7.1,13,2016
The Open University,21,51.5,13.8,60.3,28.4,-,"76,683",35.9,9,2016
Oxford Brookes University,25.7,68.9,18.8,42.7,28.4,-,"14,238",18.5,25,2016
University of Palermo,15.3,23.6,9.1,77.4,28,-,"43,875",22.4,1,2016
University of Parma,17.7,36.8,16.6,56.4,37.1,-,"26,937",29.1,7,2016
University of Pisa,21.6,31.1,18.9,64.5,31.4,-,"47,247",18,4,2016
Polytechnic University of Catalonia,25.2,63.9,14.8,44.7,40.9,-,"22,893",11.7,28,2016
Pontifical Catholic University of Chile,28.2,52.4,21.3,37,28,-,"25,075",15.3,7,2016
University of Porto,32,45.4,28.2,37.2,38.7,-,"32,720",18.8,9,2016
University of Portsmouth,17.2,79.3,10.9,58.2,28.9,-,"20,161",19.1,23,2016
RMIT University,24.7,82.1,17.7,44.6,37,-,"29,501",18.1,25,2016
University of Rome II ‰ÛÒ Tor Vergata,23.5,36.5,17.2,64.5,34.7,-,"33,504",26.5,6,2016
University of Rovira i Virgili,20.8,41.5,14.8,66.9,30.9,-,"12,533",12.8,9,2016
Saint Petersburg State University,47.9,33,31.4,14.5,29.5,-,"20,836",5.2,7,2016
University of Salento,29.6,24.5,13.2,53,36.2,-,"19,959",58.4,1,2016
University of San Francisco,34.2,40.1,12.9,43.8,28.6,-,"10,788",17,17,2016
University of Saskatchewan,30.8,52.9,22.4,39.7,62.9,-,"19,028",16.3,14,2016
